province;red;green;blue;x;x
4588;88;246;208;pragul;x
4589;236;57;245;pragum;x
4590;225;247;80;pragun;x
4591;222;130;204;praguo;x
4592;122;220;196;pragup;x
4593;237;238;35;praguq;x
4594;247;237;104;pragur;x
4595;228;92;250;pragus;x
4596;191;191;137;pragut;x
4597;191;204;232;praguu;x
4598;242;147;132;praguv;x
4599;228;160;246;praguw;x
4600;254;65;253;pragux;x
4601;227;159;245;praguy;x
4602;157;196;176;praguz;x
4603;253;33;242;pragva;x
4604;130;215;162;pragvb;x
4605;234;105;183;pragvc;x
4606;205;174;236;pragvd;x
4607;233;237;197;pragve;x
4608;193;196;150;pragvf;x
4609;122;241;170;pragvg;x
4610;151;208;253;pragvh;x
4611;207;149;217;pragvi;x
4612;249;58;223;pragvj;x
4613;174;194;223;pragvk;x
4614;155;145;210;pragvl;x
4615;199;235;144;pragvm;x
4616;81;173;254;pragvn;x
4617;86;253;189;pragvo;x
4618;231;132;216;pragvp;x
4619;233;235;71;pragvq;x
4620;252;227;87;pragvr;x
4621;214;233;70;pragvs;x
4622;193;231;215;pragvt;x
4623;249;169;198;pragvu;x
4624;156;184;178;pragvv;x
4625;207;185;180;pragvw;x
4626;239;220;153;pragvx;x
4627;248;119;208;pragvy;x
4628;71;249;187;pragvz;x
4629;250;52;226;pragwa;x
4630;211;111;201;pragwb;x
4631;239;217;74;pragwc;x
4632;244;170;224;pragwd;x
4633;193;174;153;pragwe;x
4634;243;211;238;pragwf;x
4635;233;133;252;pragwg;x
4636;195;128;195;pragwh;x
4637;194;84;248;pragwi;x
4638;216;221;126;pragwj;x
4639;196;145;247;pragwk;x
4640;129;247;249;pragwl;x
4641;249;172;119;pragwm;x
4642;154;230;160;pragwn;x
4643;254;160;200;pragwo;x
4644;121;225;215;pragwp;x
4645;153;205;144;pragwq;x
4646;232;158;120;pragwr;x
4647;187;175;197;pragws;x
4648;187;193;201;pragwt;x
4649;195;184;164;pragwu;x
4650;135;180;239;pragwv;x
4651;200;196;123;pragww;x
4652;187;223;174;pragwx;x
4653;251;112;228;pragwy;x
4654;102;254;200;pragwz;x
4655;219;77;244;pragxa;x
4656;227;239;110;pragxb;x
4657;171;221;141;pragxc;x
4658;131;215;211;pragxd;x
4659;229;219;219;pragxe;x
4660;112;188;202;pragxf;x
4661;143;250;186;pragxg;x
4662;233;252;126;pragxh;x
4663;211;136;230;pragxi;x
4664;216;104;237;pragxj;x
4665;177;247;139;pragxk;x
4666;156;154;199;pragxl;x
4667;231;120;248;pragxm;x
4668;252;199;242;pragxn;x
4669;180;167;170;pragxo;x
4670;249;156;220;pragxp;x
4671;224;126;218;pragxq;x
4672;79;222;245;pragxr;x
4673;229;177;242;pragxs;x
4674;229;186;140;pragxt;x
4675;227;157;208;pragxu;x
4676;76;250;248;pragxv;x
4677;239;203;67;pragxw;x
4678;183;207;155;pragxx;x
4679;129;210;253;pragxy;x
4680;252;208;138;pragxz;x
4681;181;164;193;pragya;x
4682;207;247;119;pragyb;x
4683;56;222;228;pragyc;x
4684;159;242;131;pragyd;x
4685;222;227;77;pragye;x
4686;194;246;173;pragyf;x
4687;229;130;168;pragyg;x
4688;206;123;249;pragyh;x
4689;229;183;119;pragyi;x
4690;216;182;248;pragyj;x
4691;209;163;179;pragyk;x
4692;237;69;226;pragyl;x
4693;147;127;241;pragym;x
4694;242;143;129;pragyn;x
4695;72;233;246;pragyo;x
4696;242;56;207;pragyp;x
4697;173;206;151;pragyq;x
4698;165;211;244;pragyr;x
4699;210;244;227;pragys;x
4700;75;214;245;pragyt;x
4701;193;197;221;pragyu;x
4702;147;175;241;pragyv;x
4703;75;226;236;pragyw;x
4704;80;200;223;pragyx;x
4705;232;233;248;pragyy;x
4706;201;183;217;pragyz;x
4707;245;46;229;pragza;x
4708;104;214;233;pragzb;x
4709;250;197;82;pragzc;x
4710;134;206;162;pragzd;x
4711;204;117;210;pragze;x
4712;160;138;252;pragzf;x
4713;192;73;238;pragzg;x
4714;106;228;239;pragzh;x
4715;161;141;250;pragzi;x
4716;142;207;214;pragzj;x
4717;160;157;203;pragzk;x
4718;247;149;122;pragzl;x
4719;122;242;243;pragzm;x
4720;250;95;157;pragzn;x
4721;249;232;221;pragzo;x
4722;245;76;231;pragzp;x
4723;44;230;229;pragzq;x
4724;172;243;183;pragzr;x
4725;222;169;186;pragzs;x
4726;130;217;164;pragzt;x
4727;77;249;253;pragzu;x
4728;242;176;126;pragzv;x
4729;247;246;105;pragzw;x
4730;218;46;245;pragzx;x
4731;200;244;231;pragzy;x
4732;210;149;246;pragzz;x
4733;157;208;219;prahaa;x
4734;177;210;192;prahab;x
4735;193;218;177;prahac;x
4736;223;112;250;prahad;x
4737;238;148;246;prahae;x
4738;194;224;254;prahaf;x
4739;169;193;223;prahag;x
4740;157;133;226;prahah;x
4741;117;187;220;prahai;x
4742;254;220;234;prahaj;x
4743;189;152;236;prahak;x
4744;215;186;123;prahal;x
4745;164;182;226;praham;x
4746;219;252;254;prahan;x
4747;161;181;247;prahao;x
4748;75;246;243;prahap;x
4749;184;154;248;prahaq;x
4750;75;213;215;prahar;x
4751;238;150;219;prahas;x
4752;106;240;217;prahat;x
4753;234;231;106;prahau;x
4754;246;220;78;prahav;x
4755;193;241;249;prahaw;x
4756;180;196;206;prahax;x
4757;171;197;213;prahay;x
4758;150;157;234;prahaz;x
4759;167;233;235;prahba;x
4760;162;176;234;prahbb;x
4761;242;242;241;prahbc;x
4762;249;168;150;prahbd;x
4763;242;205;222;prahbe;x
4764;202;254;175;prahbf;x
4765;254;144;254;prahbg;x
4766;227;113;208;prahbh;x
4767;185;217;177;prahbi;x
4768;183;189;150;prahbj;x
4769;168;212;254;prahbk;x
4770;151;203;157;prahbl;x
4771;222;163;196;prahbm;x
4772;130;214;184;prahbn;x
4773;173;110;248;prahbo;x
4774;148;185;168;prahbp;x
4775;202;125;181;prahbq;x
4776;235;240;203;prahbr;x
4777;193;214;253;prahbs;x
4778;252;57;225;prahbt;x
4779;208;190;214;prahbu;x
4780;179;221;210;prahbv;x
4781;78;193;240;prahbw;x
4782;233;110;192;prahbx;x
4783;147;249;175;prahby;x
4784;140;236;234;prahbz;x
4785;172;139;233;prahca;x
4786;208;137;177;prahcb;x
4787;195;211;156;prahcc;x
4788;146;250;214;prahcd;x
4789;247;206;79;prahce;x
4790;244;181;102;prahcf;x
4791;168;170;246;prahcg;x
4792;146;239;153;prahch;x
4793;237;174;221;prahci;x
4794;250;210;183;prahcj;x
4795;202;210;238;prahck;x
4796;190;104;242;prahcl;x
4797;253;88;220;prahcm;x
4798;254;229;223;prahcn;x
4799;229;162;174;prahco;x
4800;153;183;193;prahcp;x
4801;128;245;226;prahcq;x
4802;133;222;163;prahcr;x
4803;181;208;192;prahcs;x
4804;169;248;201;prahct;x
4805;173;249;209;prahcu;x
4806;156;186;215;prahcv;x
4807;212;133;171;prahcw;x
4808;220;190;91;prahcx;x
4809;217;225;218;prahcy;x
4810;138;250;187;prahcz;x
4811;229;204;143;prahda;x
4812;254;210;65;prahdb;x
4813;148;162;202;prahdc;x
4814;161;131;226;prahdd;x
4815;236;110;225;prahde;x
4816;141;235;250;prahdf;x
4817;180;145;178;prahdg;x
4818;122;221;210;prahdh;x
4819;249;247;32;prahdi;x
4820;245;58;253;prahdj;x
4821;236;176;141;prahdk;x
4822;200;223;174;prahdl;x
4823;240;115;183;prahdm;x
4824;189;115;223;prahdn;x
4825;204;226;117;prahdo;x
4826;93;198;215;prahdp;x
4827;84;232;224;prahdq;x
4828;165;156;250;prahdr;x
4829;220;154;219;prahds;x
4830;144;248;166;prahdt;x
4831;253;159;248;prahdu;x
4832;206;189;244;prahdv;x
4833;123;134;244;prahdw;x
4834;150;184;174;prahdx;x
4835;217;195;197;prahdy;x
4836;217;235;96;prahdz;x
4837;98;202;205;prahea;x
4838;101;240;222;praheb;x
4839;81;223;231;prahec;x
4840;250;200;248;prahed;x
4841;140;198;249;prahee;x
4842;49;248;222;prahef;x
4843;154;186;225;praheg;x
4844;89;237;251;praheh;x
4845;251;157;181;prahei;x
4846;248;132;153;prahej;x
4847;180;185;234;prahek;x
4848;237;217;76;prahel;x
4849;157;203;150;prahem;x
4850;46;214;253;prahen;x
4851;179;234;170;praheo;x
4852;212;90;216;prahep;x
4853;249;50;240;praheq;x
4854;209;207;144;praher;x
4855;198;203;131;prahes;x
4856;111;244;191;prahet;x
4857;191;212;136;praheu;x
4858;241;173;140;prahev;x
4859;246;205;230;prahew;x
4860;181;160;181;prahex;x
4861;185;85;249;prahey;x
4862;254;203;67;prahez;x
4863;195;212;151;prahfa;x
4864;137;149;233;prahfb;x
4865;205;125;188;prahfc;x
4866;201;213;170;prahfd;x
4867;175;212;164;prahfe;x
4868;241;228;79;prahff;x
4869;182;164;214;prahfg;x
4870;228;239;139;prahfh;x
4871;219;190;144;prahfi;x
4872;189;251;188;prahfj;x
4873;160;244;247;prahfk;x
4874;204;233;180;prahfl;x
4875;210;248;130;prahfm;x
4876;220;142;246;prahfn;x
4877;237;211;171;prahfo;x
4878;189;206;225;prahfp;x
4879;236;119;224;prahfq;x
4880;150;181;213;prahfr;x
4881;221;112;193;prahfs;x
4882;74;210;240;prahft;x
4883;224;161;157;prahfu;x
4884;234;144;180;prahfv;x
4885;201;165;139;prahfw;x
4886;190;145;221;prahfx;x
4887;172;169;222;prahfy;x
4888;220;214;204;prahfz;x
4889;239;125;220;prahga;x
4890;238;210;62;prahgb;x
4891;233;136;133;prahgc;x
4892;185;146;202;prahgd;x
4893;220;104;232;prahge;x
4894;195;208;198;prahgf;x
4895;172;234;238;prahgg;x
4896;198;204;142;prahgh;x
4897;184;249;233;prahgi;x
4898;218;143;177;prahgj;x
4899;243;186;172;prahgk;x
4900;129;218;167;prahgl;x
4901;88;186;230;prahgm;x
4902;245;236;205;prahgn;x
4903;200;187;139;prahgo;x
4904;238;157;234;prahgp;x
4905;111;192;250;prahgq;x
4906;214;201;195;prahgr;x
4907;245;100;239;prahgs;x
4908;186;185;239;prahgt;x
4909;223;103;221;prahgu;x
4910;128;162;226;prahgv;x
4911;168;187;214;prahgw;x
4912;247;196;106;prahgx;x
4913;232;214;95;prahgy;x
4914;249;76;224;prahgz;x
4915;141;172;209;prahha;x
4916;166;217;128;prahhb;x
4917;97;238;168;prahhc;x
4918;252;87;196;prahhd;x
4919;186;181;240;prahhe;x
4920;225;237;185;prahhf;x
4921;155;230;163;prahhg;x
4922;173;121;248;prahhh;x
4923;236;57;231;prahhi;x
4924;145;163;204;prahhj;x
4925;204;147;244;prahhk;x
4926;163;249;166;prahhl;x
4927;98;177;232;prahhm;x
4928;137;242;161;prahhn;x
4929;179;153;223;prahho;x
4930;132;159;227;prahhp;x
4931;192;127;195;prahhq;x
4932;92;204;241;prahhr;x
4933;149;236;122;prahhs;x
4934;247;150;219;prahht;x
4935;249;76;247;prahhu;x
4936;230;241;113;prahhv;x
4937;178;254;92;prahhw;x
4938;127;208;209;prahhx;x
4939;181;203;182;prahhy;x
4940;113;211;199;prahhz;x
4941;151;156;227;prahia;x
4942;237;93;176;prahib;x
4943;248;97;232;prahic;x
4944;131;209;199;prahid;x
4945;77;180;248;prahie;x
4946;252;121;174;prahif;x
4947;206;245;108;prahig;x
4948;251;242;23;prahih;x
4949;190;254;239;prahii;x
4950;146;208;201;prahij;x
4951;229;115;213;prahik;x
4952;151;140;242;prahil;x
4953;169;126;231;prahim;x
4954;180;170;223;prahin;x
4955;249;107;195;prahio;x
4956;226;211;101;prahip;x
4957;63;237;248;prahiq;x
4958;235;242;106;prahir;x
4959;103;227;254;prahis;x
4960;182;139;204;prahit;x
4961;235;194;202;prahiu;x
4962;226;244;107;prahiv;x
4963;116;162;239;prahiw;x
4964;227;216;185;prahix;x
4965;244;253;176;prahiy;x
4966;230;184;165;prahiz;x
4967;249;230;91;prahja;x
4968;214;223;203;prahjb;x
4969;59;243;231;prahjc;x
4970;177;168;243;prahjd;x
4971;224;209;139;prahje;x
4972;206;227;130;prahjf;x
4973;138;220;184;prahjg;x
4974;123;162;219;prahjh;x
4975;208;209;101;prahji;x
4976;189;152;194;prahjj;x
4977;183;197;145;prahjk;x
4978;197;157;169;prahjl;x
4979;224;144;196;prahjm;x
4980;76;217;209;prahjn;x
4981;49;229;250;prahjo;x
4982;236;247;177;prahjp;x
4983;162;210;141;prahjq;x
4984;191;222;132;prahjr;x
4985;129;226;253;prahjs;x
4986;234;197;83;prahjt;x
4987;188;239;241;prahju;x
4988;250;103;177;prahjv;x
4989;191;203;160;prahjw;x
4990;205;162;143;prahjx;x
4991;250;238;148;prahjy;x
4992;227;116;246;prahjz;x
4993;243;28;241;prahka;x
4994;144;227;232;prahkb;x
4995;183;193;237;prahkc;x
4996;230;130;141;prahkd;x
4997;223;206;100;prahke;x
4998;173;197;232;prahkf;x
4999;152;248;111;prahkg;x
5000;213;215;139;prahkh;x
5001;209;188;177;prahki;x
5002;122;207;245;prahkj;x
5003;240;121;229;prahkk;x
5004;183;189;135;prahkl;x
5005;242;156;124;prahkm;x
5006;209;192;230;prahkn;x
5007;244;184;222;prahko;x
5008;243;110;188;prahkp;x
5009;218;133;250;prahkq;x
5010;243;62;247;prahkr;x
5011;198;246;176;prahks;x
5012;85;240;199;prahkt;x
5013;213;189;111;prahku;x
5014;233;138;198;prahkv;x
5015;173;129;233;prahkw;x
5016;100;248;180;prahkx;x
5017;232;226;194;prahky;x
5018;202;196;200;prahkz;x
5019;162;202;227;prahla;x
5020;207;190;176;prahlb;x
5021;243;239;188;prahlc;x
5022;240;112;186;prahld;x
5023;237;185;180;prahle;x
5024;216;211;222;prahlf;x
5025;141;220;190;prahlg;x
5026;177;217;200;prahlh;x
5027;204;187;212;prahli;x
5028;79;212;214;prahlj;x
5029;166;251;127;prahlk;x
5030;254;144;136;prahll;x
5031;229;249;99;prahlm;x
5032;121;254;137;prahln;x
5033;206;125;221;prahlo;x
5034;120;213;219;prahlp;x
5035;216;77;229;prahlq;x
5036;225;235;185;prahlr;x
5037;242;85;198;prahls;x
5038;137;210;163;prahlt;x
5039;214;197;131;prahlu;x
5040;124;196;229;prahlv;x
5041;161;210;163;prahlw;x
5042;229;204;124;prahlx;x
5043;54;214;233;prahly;x
5044;134;119;250;prahlz;x
5045;207;233;85;prahma;x
5046;249;145;225;prahmb;x
5047;117;208;218;prahmc;x
5048;99;190;220;prahmd;x
5049;127;246;233;prahme;x
5050;194;247;112;prahmf;x
5051;228;207;183;prahmg;x
5052;172;196;135;prahmh;x
5053;204;104;225;prahmi;x
5054;224;149;177;prahmj;x
5055;145;238;229;prahmk;x
5056;208;189;207;prahml;x
5057;115;206;235;prahmm;x
5058;196;252;198;prahmn;x
5059;141;251;216;prahmo;x
5060;81;247;174;prahmp;x
5061;227;182;157;prahmq;x
5062;251;115;200;prahmr;x
5063;190;221;118;prahms;x
5064;240;142;189;prahmt;x
5065;167;170;239;prahmu;x
5066;248;225;216;prahmv;x
5067;211;174;150;prahmw;x
5068;145;237;193;prahmx;x
5069;177;196;206;prahmy;x
5070;175;128;243;prahmz;x
5071;235;205;102;prahna;x
5072;100;225;221;prahnb;x
5073;190;210;161;prahnc;x
5074;222;252;223;prahnd;x
5075;244;134;180;prahne;x
5076;147;237;174;prahnf;x
5077;250;32;239;prahng;x
5078;142;209;178;prahnh;x
5079;203;131;175;prahni;x
5080;180;178;170;prahnj;x
5081;213;212;180;prahnk;x
5082;229;230;254;prahnl;x
5083;204;237;106;prahnm;x
5084;112;154;237;prahnn;x
5085;85;211;247;prahno;x
5086;247;215;233;prahnp;x
5087;221;143;176;prahnq;x
5088;27;250;246;prahnr;x
5089;232;144;128;prahns;x
5090;207;223;241;prahnt;x
5091;246;159;187;prahnu;x
5092;160;220;197;prahnv;x
5093;247;178;190;prahnw;x
5094;72;243;245;prahnx;x
5095;252;249;72;prahny;x
5096;220;205;112;prahnz;x
5097;228;198;203;prahoa;x
5098;231;216;100;prahob;x
5099;122;239;142;prahoc;x
5100;147;128;240;prahod;x
5101;220;215;254;prahoe;x
5102;222;140;192;prahof;x
5103;199;171;184;prahog;x
5104;249;208;213;prahoh;x
5105;204;220;150;prahoi;x
5106;230;242;97;prahoj;x
5107;232;226;179;prahok;x
5108;151;135;227;prahol;x
5109;226;248;50;prahom;x
5110;189;171;187;prahon;x
5111;246;129;136;prahoo;x
5112;239;197;113;prahop;x
5113;247;217;142;prahoq;x
5114;243;163;104;prahor;x
5115;214;145;239;prahos;x
5116;216;135;209;prahot;x
5117;225;103;184;prahou;x
5118;183;208;129;prahov;x
5119;85;205;229;prahow;x
5120;177;183;191;prahox;x
5121;251;39;252;prahoy;x
5122;219;81;239;prahoz;x
5123;131;153;232;prahpa;x
5124;162;93;253;prahpb;x
5125;252;230;252;prahpc;x
5126;171;179;163;prahpd;x
5127;254;184;68;prahpe;x
5128;142;199;240;prahpf;x
5129;175;182;181;prahpg;x
5130;102;243;180;prahph;x
5131;138;199;182;prahpi;x
5132;125;252;165;prahpj;x
5133;211;248;172;prahpk;x
5134;184;130;211;prahpl;x
5135;230;125;191;prahpm;x
5136;223;168;189;prahpn;x
5137;130;232;154;prahpo;x
5138;241;250;163;prahpp;x
5139;175;142;226;prahpq;x
5140;167;195;167;prahpr;x
5141;218;165;238;prahps;x
5142;122;164;232;prahpt;x
5143;115;248;164;prahpu;x
5144;145;248;230;prahpv;x
5145;241;131;189;prahpw;x
5146;118;232;223;prahpx;x
5147;217;245;127;prahpy;x
5148;234;177;189;prahpz;x
5149;158;239;177;prahqa;x
5150;209;253;235;prahqb;x
5151;225;122;206;prahqc;x
5152;178;193;216;prahqd;x
5153;80;246;193;prahqe;x
5154;249;186;140;prahqf;x
5155;244;182;197;prahqg;x
5156;246;190;65;prahqh;x
5157;213;157;145;prahqi;x
5158;175;204;250;prahqj;x
5159;157;191;186;prahqk;x
5160;144;158;211;prahql;x
5161;97;250;168;prahqm;x
5162;212;224;239;prahqn;x
5163;173;235;183;prahqo;x
5164;204;207;90;prahqp;x
5165;174;207;126;prahqq;x
5166;233;163;155;prahqr;x
5167;111;245;200;prahqs;x
5168;199;236;212;prahqt;x
5169;80;253;218;prahqu;x
5170;237;246;65;prahqv;x
5171;254;129;228;prahqw;x
5172;81;251;215;prahqx;x
5173;207;194;221;prahqy;x
5174;237;180;177;prahqz;x
5175;141;145;225;prahra;x
5176;247;142;236;prahrb;x
5177;74;237;235;prahrc;x
5178;233;154;149;prahrd;x
5179;95;202;205;prahre;x
5180;193;218;240;prahrf;x
5181;224;138;206;prahrg;x
5182;209;142;237;prahrh;x
5183;213;224;243;prahri;x
5184;127;225;181;prahrj;x
5185;101;220;249;prahrk;x
5186;242;186;238;prahrl;x
5187;249;164;233;prahrm;x
5188;142;222;240;prahrn;x
5189;213;71;225;prahro;x
5190;232;155;157;prahrp;x
5191;195;176;130;prahrq;x
5192;77;196;234;prahrr;x
5193;237;133;224;prahrs;x
5194;143;236;177;prahrt;x
5195;209;239;190;prahru;x
5196;158;192;188;prahrv;x
5197;183;178;247;prahrw;x
5198;218;196;92;prahrx;x
5199;189;254;114;prahry;x
5200;185;80;238;prahrz;x
5201;197;249;170;prahsa;x
5202;191;216;206;prahsb;x
5203;219;182;180;prahsc;x
5204;177;230;215;prahsd;x
5205;139;159;233;prahse;x
5206;167;248;203;prahsf;x
5207;134;189;219;prahsg;x
5208;244;237;114;prahsh;x
5209;206;229;195;prahsi;x
5210;235;158;171;prahsj;x
5211;134;160;223;prahsk;x
5212;83;243;225;prahsl;x
5213;239;154;160;prahsm;x
5214;117;144;249;prahsn;x
5215;228;237;205;prahso;x
5216;231;252;56;prahsp;x
5217;34;248;249;prahsq;x
5218;233;210;97;prahsr;x
5219;115;243;201;prahss;x
5220;25;17;15;prahst;x
5221;191;170;231;prahsu;x
5222;212;161;128;prahsv;x
5223;138;233;173;prahsw;x
5224;194;244;152;prahsx;x
5225;239;247;231;prahsy;x
5226;211;94;199;prahsz;x
5227;65;249;246;prahta;x
5228;107;197;213;prahtb;x
5229;246;113;191;prahtc;x
5230;244;204;112;prahtd;x
5231;192;242;186;prahte;x
5232;141;203;210;prahtf;x
5233;162;116;254;prahtg;x
5234;205;212;214;prahth;x
5235;196;214;181;prahti;x
5236;185;123;233;prahtj;x
5237;147;241;116;prahtk;x
5238;107;230;236;prahtl;x
5239;36;239;247;prahtm;x
5240;207;146;229;prahtn;x
5241;252;183;147;prahto;x
5242;231;108;182;prahtp;x
5243;175;198;252;prahtq;x
5244;246;204;238;prahtr;x
5245;163;222;135;prahts;x
5246;218;181;142;prahtt;x
5247;186;220;165;prahtu;x
5248;156;214;211;prahtv;x
5249;175;156;246;prahtw;x
5250;182;197;205;prahtx;x
5251;102;251;242;prahty;x
5252;196;146;165;prahtz;x
5253;206;239;125;prahua;x
5254;212;156;199;prahub;x
5255;62;243;217;prahuc;x
5256;181;126;213;prahud;x
5257;249;185;160;prahue;x
5258;246;52;205;prahuf;x
5259;231;79;197;prahug;x
5260;165;204;162;prahuh;x
5261;189;225;137;prahui;x
5262;208;247;63;prahuj;x
5263;182;160;239;prahuk;x
5264;248;146;243;prahul;x
5265;68;202;248;prahum;x
5266;219;212;77;prahun;x
5267;220;172;115;prahuo;x
5268;227;85;212;prahup;x
5269;225;65;247;prahuq;x
5270;231;120;246;prahur;x
5271;217;180;238;prahus;x
5272;123;220;235;prahut;x
5273;196;120;216;prahuu;x
5274;191;174;184;prahuv;x
5275;93;209;202;prahuw;x
5276;173;213;219;prahux;x
5277;253;231;172;prahuy;x
5278;201;225;83;prahuz;x
5279;252;232;25;prahva;x
5280;89;205;225;prahvb;x
5281;200;79;229;prahvc;x
5282;236;246;236;prahvd;x
5283;61;230;212;prahve;x
5284;213;155;251;prahvf;x
5285;220;138;143;prahvg;x
5286;192;135;250;prahvh;x
5287;249;136;144;prahvi;x
5288;192;219;246;prahvj;x
5289;230;155;130;prahvk;x
5290;213;148;209;prahvl;x
5291;224;252;157;prahvm;x
5292;234;224;218;prahvn;x
5293;215;154;144;prahvo;x
5294;207;135;181;prahvp;x
5295;216;183;102;prahvq;x
5296;250;119;139;prahvr;x
5297;155;221;168;prahvs;x
5298;80;179;246;prahvt;x
5299;133;249;154;prahvu;x
5300;226;177;163;prahvv;x
5301;113;219;216;prahvw;x
5302;225;159;182;prahvx;x
5303;252;233;247;prahvy;x
5304;218;234;242;prahvz;x
5305;231;91;207;prahwa;x
5306;163;240;172;prahwb;x
5307;145;220;180;prahwc;x
5308;222;63;244;prahwd;x
5309;154;234;245;prahwe;x
5310;206;115;194;prahwf;x
5311;237;109;254;prahwg;x
5312;184;243;142;prahwh;x
5313;251;221;211;prahwi;x
5314;159;202;238;prahwj;x
5315;243;173;94;prahwk;x
5316;200;170;234;prahwl;x
5317;169;230;212;prahwm;x
5318;228;131;248;prahwn;x
5319;131;157;244;prahwo;x
5320;88;206;252;prahwp;x
5321;85;204;253;prahwq;x
5322;222;224;81;prahwr;x
5323;212;125;253;prahws;x
5324;81;223;212;prahwt;x
5325;153;196;225;prahwu;x
5326;146;225;170;prahwv;x
5327;82;238;211;prahww;x
5328;197;170;253;prahwx;x
5329;228;128;174;prahwy;x
5330;239;219;173;prahwz;x
5331;182;194;177;prahxa;x
5332;200;250;121;prahxb;x
5333;249;237;177;prahxc;x
5334;248;46;223;prahxd;x
5335;216;216;126;prahxe;x
5336;243;139;143;prahxf;x
5337;173;239;248;prahxg;x
5338;204;134;246;prahxh;x
5339;159;228;116;prahxi;x
5340;186;243;167;prahxj;x
5341;143;246;129;prahxk;x
5342;193;182;219;prahxl;x
5343;218;131;200;prahxm;x
5344;186;218;118;prahxn;x
5345;146;213;175;prahxo;x
5346;81;196;242;prahxp;x
5347;213;147;177;prahxq;x
5348;138;254;146;prahxr;x
5349;181;212;205;prahxs;x
5350;237;218;135;prahxt;x
5351;252;189;143;prahxu;x
5352;241;183;97;prahxv;x
5353;198;135;206;prahxw;x
5354;198;184;237;prahxx;x
5355;234;121;234;prahxy;x
5356;240;185;222;prahxz;x
5357;216;177;167;prahya;x
5358;239;155;144;prahyb;x
5359;208;160;246;prahyc;x
5360;227;77;232;prahyd;x
5361;159;173;214;prahye;x
5362;217;198;93;prahyf;x
5363;238;218;163;prahyg;x
5364;144;240;225;prahyh;x
5365;161;224;245;prahyi;x
5366;244;141;195;prahyj;x
5367;201;155;161;prahyk;x
5368;251;168;159;prahyl;x
5369;242;222;231;prahym;x
5370;192;237;137;prahyn;x
5371;178;177;151;prahyo;x
5372;228;192;125;prahyp;x
5373;227;211;103;prahyq;x
5374;148;249;129;prahyr;x
5375;90;251;230;prahys;x
5376;166;136;242;prahyt;x
5377;160;187;238;prahyu;x
5378;253;242;141;prahyv;x
5379;37;236;252;prahyw;x
5380;141;216;208;prahyx;x
5381;230;179;107;prahyy;x
5382;249;112;248;prahyz;x
5383;143;245;176;prahza;x
5384;248;82;178;prahzb;x
5385;228;161;140;prahzc;x
5386;227;131;150;prahzd;x
5387;254;211;234;prahze;x
5388;160;249;240;prahzf;x
5389;187;230;118;prahzg;x
5390;216;227;166;prahzh;x
5391;188;230;98;prahzi;x
5392;223;168;249;prahzj;x
5393;254;234;213;prahzk;x
5394;104;239;242;prahzl;x
5395;219;201;103;prahzm;x
5396;147;238;244;prahzn;x
5397;48;222;252;prahzo;x
5398;143;252;158;prahzp;x
5399;159;254;107;prahzq;x
5400;248;136;239;prahzr;x
5401;101;250;185;prahzs;x
5402;252;176;232;prahzt;x
5403;69;254;214;prahzu;x
5404;252;75;252;prahzv;x
5405;193;250;121;prahzw;x
5406;185;182;165;prahzx;x
5407;210;115;193;prahzy;x
5408;215;54;251;prahzz;x
5409;245;150;171;praiaa;x
5410;136;172;208;praiab;x
5411;161;254;152;praiac;x
5412;247;30;240;praiad;x
5413;203;236;151;praiae;x
5414;109;196;235;praiaf;x
5415;167;249;121;praiag;x
5416;89;234;185;praiah;x
5417;137;199;191;praiai;x
5418;196;199;147;praiaj;x
5419;170;117;235;praiak;x
5420;249;247;53;praial;x
5421;214;167;149;praiam;x
5422;212;186;117;praian;x
5423;189;239;99;praiao;x
5424;134;206;174;praiap;x
5425;235;230;246;praiaq;x
5426;182;135;238;praiar;x
5427;171;151;227;praias;x
5428;170;155;205;praiat;x
5429;239;183;83;praiau;x
5430;75;237;250;praiav;x
5431;211;199;204;praiaw;x
5432;253;169;173;praiax;x
5433;198;170;218;praiay;x
5434;229;127;202;praiaz;x
5435;147;235;244;praiba;x
5436;224;196;248;praibb;x
5437;211;208;209;praibc;x
5438;248;246;94;praibd;x
5439;100;234;211;praibe;x
5440;244;158;226;praibf;x
5441;197;143;210;praibg;x
5442;190;250;106;praibh;x
5443;220;250;160;praibi;x
5444;182;188;148;praibj;x
5445;254;132;190;praibk;x
5446;119;254;230;praibl;x
5447;220;142;218;praibm;x
5448;199;168;208;praibn;x
5449;238;186;122;praibo;x
5450;250;246;116;praibp;x
5451;76;254;219;praibq;x
5452;172;128;226;praibr;x
5453;112;159;248;praibs;x
5454;207;100;239;praibt;x
5455;246;96;198;praibu;x
5456;237;87;247;praibv;x
5457;157;211;144;praibw;x
5458;129;125;254;praibx;x
5459;228;225;211;praiby;x
5460;239;168;158;praibz;x
5461;187;172;150;praica;x
5462;220;113;222;praicb;x
5463;99;196;229;praicc;x
5464;164;198;140;praicd;x
5465;56;243;240;praice;x
5466;156;234;155;praicf;x
5467;192;137;181;praicg;x
5468;245;244;211;praich;x
5469;242;238;211;praici;x
5470;182;235;185;praicj;x
5471;135;169;209;praick;x
5472;228;238;95;praicl;x
5473;212;237;202;praicm;x
5474;198;134;249;praicn;x
5475;234;153;129;praico;x
5476;233;162;150;praicp;x
5477;99;224;178;praicq;x
5478;183;226;139;praicr;x
